,action,boro,critical_flag,cuisine_description,dba,grade,inspection_date,zipcode
7979,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CUBBYHOLE,A,2015-07-22T00:00:00.000,10014
7980,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CUBBYHOLE,A,2015-07-22T00:00:00.000,10014
7981,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CUBBYHOLE,A,2015-07-22T00:00:00.000,10014
7982,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CUBBYHOLE,,2015-06-04T00:00:00.000,10014
7983,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CUBBYHOLE,,2015-06-04T00:00:00.000,10014
7984,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CUBBYHOLE,,2015-06-04T00:00:00.000,10014
7985,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CUBBYHOLE,,2015-06-04T00:00:00.000,10014
7986,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CUBBYHOLE,,2015-06-04T00:00:00.000,10014
7987,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CUBBYHOLE,,2015-06-04T00:00:00.000,10014
7988,Violations were cited in the following area(s).,QUEENS,Critical,Hamburgers,WHITE CASTLE,A,2019-03-28T00:00:00.000,11361
7989,Violations were cited in the following area(s).,QUEENS,Not Critical,Hamburgers,WHITE CASTLE,A,2019-03-28T00:00:00.000,11361
7990,Violations were cited in the following area(s).,QUEENS,Not Critical,Hamburgers,WHITE CASTLE,A,2019-03-28T00:00:00.000,11361
7991,Violations were cited in the following area(s).,QUEENS,Critical,Hamburgers,WHITE CASTLE,A,2018-04-05T00:00:00.000,11361
7992,Violations were cited in the following area(s).,QUEENS,Not Critical,Hamburgers,WHITE CASTLE,A,2018-04-05T00:00:00.000,11361
7993,Violations were cited in the following area(s).,QUEENS,Not Critical,Hamburgers,WHITE CASTLE,A,2017-05-03T00:00:00.000,11361
7994,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Greek,PERIYALI,A,2019-04-24T00:00:00.000,10011
7995,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Greek,PERIYALI,A,2019-04-24T00:00:00.000,10011
7996,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,,2019-02-11T00:00:00.000,10011
7997,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Greek,PERIYALI,,2019-02-11T00:00:00.000,10011
7998,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Greek,PERIYALI,,2019-02-11T00:00:00.000,10011
7999,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,A,2018-09-18T00:00:00.000,10011
8000,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Greek,PERIYALI,A,2018-09-18T00:00:00.000,10011
8001,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,,2018-08-06T00:00:00.000,10011
8002,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,,2018-08-06T00:00:00.000,10011
8003,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Greek,PERIYALI,,2018-08-06T00:00:00.000,10011
8004,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,A,2017-08-16T00:00:00.000,10011
8005,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,A,2017-08-16T00:00:00.000,10011
8006,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,A,2016-07-25T00:00:00.000,10011
8007,Violations were cited in the following area(s).,MANHATTAN,Critical,Greek,PERIYALI,A,2016-07-25T00:00:00.000,10011
8008,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CLUB METROPOLITAN,A,2018-07-30T00:00:00.000,10019
8009,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CLUB METROPOLITAN,A,2017-07-25T00:00:00.000,10019
8010,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CLUB METROPOLITAN,A,2017-07-25T00:00:00.000,10019
8011,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CLUB METROPOLITAN,A,2016-04-22T00:00:00.000,10019
8012,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CLUB METROPOLITAN,A,2016-04-22T00:00:00.000,10019
8013,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2019-04-18T00:00:00.000,10469
8014,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2019-04-18T00:00:00.000,10469
8015,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,,2019-04-18T00:00:00.000,10469
8016,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,A,2018-11-13T00:00:00.000,10469
8017,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,A,2018-11-13T00:00:00.000,10469
8018,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2018-10-16T00:00:00.000,10469
8019,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2018-10-16T00:00:00.000,10469
8020,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2018-10-16T00:00:00.000,10469
8021,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,,2018-10-16T00:00:00.000,10469
8022,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,A,2018-05-22T00:00:00.000,10469
8023,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,A,2018-05-22T00:00:00.000,10469
8024,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,A,2018-05-22T00:00:00.000,10469
8025,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2018-03-16T00:00:00.000,10469
8026,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2018-03-16T00:00:00.000,10469
8027,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2018-03-16T00:00:00.000,10469
8028,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,,2018-03-16T00:00:00.000,10469
8029,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,A,2017-09-28T00:00:00.000,10469
8030,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,A,2017-09-28T00:00:00.000,10469
8031,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,A,2017-09-28T00:00:00.000,10469
8032,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2017-07-27T00:00:00.000,10469
8033,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2017-07-27T00:00:00.000,10469
8034,Violations were cited in the following area(s).,BRONX,Critical,Caribbean,FRANK'S SOUP BOWL,,2017-07-27T00:00:00.000,10469
8035,Violations were cited in the following area(s).,BRONX,Not Critical,Caribbean,FRANK'S SOUP BOWL,,2017-07-27T00:00:00.000,10469
8036,Violations were cited in the following area(s).,QUEENS,Critical,American,COPPER KETTLE,A,2019-03-25T00:00:00.000,11377
8037,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2019-03-25T00:00:00.000,11377
8038,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2019-03-25T00:00:00.000,11377
8039,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2018-03-06T00:00:00.000,11377
8040,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2018-03-06T00:00:00.000,11377
8041,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2018-03-06T00:00:00.000,11377
8042,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2018-03-06T00:00:00.000,11377
8043,Violations were cited in the following area(s).,QUEENS,Critical,American,COPPER KETTLE,A,2017-09-13T00:00:00.000,11377
8044,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2017-09-13T00:00:00.000,11377
8045,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2017-09-13T00:00:00.000,11377
8046,Violations were cited in the following area(s).,QUEENS,Critical,American,COPPER KETTLE,,2017-06-17T00:00:00.000,11377
8047,Violations were cited in the following area(s).,QUEENS,Critical,American,COPPER KETTLE,,2017-06-17T00:00:00.000,11377
8048,Violations were cited in the following area(s).,QUEENS,Critical,American,COPPER KETTLE,,2017-06-17T00:00:00.000,11377
8049,Violations were cited in the following area(s).,QUEENS,Critical,American,COPPER KETTLE,A,2016-10-11T00:00:00.000,11377
8050,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2016-10-11T00:00:00.000,11377
8051,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,A,2016-10-11T00:00:00.000,11377
8052,Violations were cited in the following area(s).,QUEENS,Critical,American,COPPER KETTLE,,2016-08-09T00:00:00.000,11377
8053,Violations were cited in the following area(s).,QUEENS,Not Critical,American,COPPER KETTLE,,2016-08-09T00:00:00.000,11377
8054,Establishment re-opened by DOHMH,QUEENS,Not Critical,Pizza,SANREMO PIZZA,Z,2019-03-28T00:00:00.000,11385
8055,Establishment re-opened by DOHMH,QUEENS,Not Critical,Pizza,SANREMO PIZZA,Z,2019-03-28T00:00:00.000,11385
8056,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,QUEENS,Critical,Pizza,SANREMO PIZZA,,2019-03-26T00:00:00.000,11385
8057,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,QUEENS,Not Critical,Pizza,SANREMO PIZZA,,2019-03-26T00:00:00.000,11385
8058,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,A,2018-12-07T00:00:00.000,11385
8059,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,A,2018-12-07T00:00:00.000,11385
8060,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,A,2018-12-07T00:00:00.000,11385
8061,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,,2018-10-23T00:00:00.000,11385
8062,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,,2018-10-23T00:00:00.000,11385
8063,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,,2018-10-23T00:00:00.000,11385
8064,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,,2018-10-23T00:00:00.000,11385
8065,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,,2018-10-23T00:00:00.000,11385
8066,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,A,2018-04-30T00:00:00.000,11385
8067,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,A,2018-04-30T00:00:00.000,11385
8068,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,,2018-03-13T00:00:00.000,11385
8069,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,,2018-03-13T00:00:00.000,11385
8070,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,,2018-03-13T00:00:00.000,11385
8071,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,A,2017-03-07T00:00:00.000,11385
8072,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,A,2017-03-07T00:00:00.000,11385
8073,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,A,2016-08-03T00:00:00.000,11385
8074,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,A,2016-08-03T00:00:00.000,11385
8075,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,,2016-07-07T00:00:00.000,11385
8076,Violations were cited in the following area(s).,QUEENS,Critical,Pizza,SANREMO PIZZA,,2016-07-07T00:00:00.000,11385
8077,Violations were cited in the following area(s).,QUEENS,Not Critical,Pizza,SANREMO PIZZA,,2016-07-07T00:00:00.000,11385
8078,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,ARNO RISTORANTE,A,2019-04-08T00:00:00.000,10018
8079,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,ARNO RISTORANTE,A,2019-04-08T00:00:00.000,10018
8080,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,ARNO RISTORANTE,A,2018-04-23T00:00:00.000,10018
8081,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,ARNO RISTORANTE,A,2018-04-23T00:00:00.000,10018
8082,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,ARNO RISTORANTE,A,2017-04-20T00:00:00.000,10018
8083,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,ARNO RISTORANTE,A,2017-04-20T00:00:00.000,10018
8084,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,ARNO RISTORANTE,A,2017-04-20T00:00:00.000,10018
8085,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2019-03-20T00:00:00.000,11364
8086,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2019-03-20T00:00:00.000,11364
8087,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2019-03-20T00:00:00.000,11364
8088,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2018-11-21T00:00:00.000,11364
8089,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2018-11-21T00:00:00.000,11364
8090,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2018-11-05T00:00:00.000,11364
8091,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2018-11-05T00:00:00.000,11364
8092,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2018-11-05T00:00:00.000,11364
8093,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2018-11-05T00:00:00.000,11364
8094,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2018-07-09T00:00:00.000,11364
8095,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2018-07-09T00:00:00.000,11364
8096,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2018-06-14T00:00:00.000,11364
8097,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2018-01-31T00:00:00.000,11364
8098,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2018-01-31T00:00:00.000,11364
8099,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2017-11-30T00:00:00.000,11364
8100,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2017-11-30T00:00:00.000,11364
8101,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2017-11-30T00:00:00.000,11364
8102,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2017-11-30T00:00:00.000,11364
8103,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2017-05-16T00:00:00.000,11364
8104,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2017-05-16T00:00:00.000,11364
8105,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2017-04-24T00:00:00.000,11364
8106,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2017-04-24T00:00:00.000,11364
8107,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2016-09-28T00:00:00.000,11364
8108,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2016-09-28T00:00:00.000,11364
8109,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),A,2016-09-28T00:00:00.000,11364
8110,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2016-09-15T00:00:00.000,11364
8111,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2016-09-15T00:00:00.000,11364
8112,Violations were cited in the following area(s).,QUEENS,Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2016-09-15T00:00:00.000,11364
8113,Violations were cited in the following area(s).,QUEENS,Not Critical,American,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),,2016-09-15T00:00:00.000,11364
8114,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Hamburgers,WHITE CASTLE,A,2019-01-10T00:00:00.000,11208
8115,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Hamburgers,WHITE CASTLE,A,2017-12-18T00:00:00.000,11208
8116,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Hamburgers,WHITE CASTLE,A,2016-12-06T00:00:00.000,11208
8117,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Hamburgers,WHITE CASTLE,A,2016-12-06T00:00:00.000,11208
8118,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2019-05-08T00:00:00.000,10013
8119,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2019-05-08T00:00:00.000,10013
8120,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2019-05-08T00:00:00.000,10013
8121,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2019-01-23T00:00:00.000,10013
8122,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2019-01-23T00:00:00.000,10013
8123,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2019-01-23T00:00:00.000,10013
8124,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2019-01-23T00:00:00.000,10013
8125,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2019-01-23T00:00:00.000,10013
8126,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-12-11T00:00:00.000,10013
8127,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-12-11T00:00:00.000,10013
8128,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-12-11T00:00:00.000,10013
8129,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2018-07-31T00:00:00.000,10013
8130,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2018-07-31T00:00:00.000,10013
8131,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2018-07-31T00:00:00.000,10013
8132,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-07-20T00:00:00.000,10013
8133,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-07-20T00:00:00.000,10013
8134,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-07-20T00:00:00.000,10013
8135,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-07-20T00:00:00.000,10013
8136,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-07-20T00:00:00.000,10013
8137,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-07-20T00:00:00.000,10013
8138,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-07-20T00:00:00.000,10013
8139,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2018-03-02T00:00:00.000,10013
8140,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2018-03-02T00:00:00.000,10013
8141,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-02-02T00:00:00.000,10013
8142,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-02-02T00:00:00.000,10013
8143,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-02-02T00:00:00.000,10013
8144,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-02-02T00:00:00.000,10013
8145,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Mexican,LUPE'S EAST L.A. KITCHEN,,2018-02-02T00:00:00.000,10013
8146,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2016-11-28T00:00:00.000,10013
8147,Violations were cited in the following area(s).,MANHATTAN,Critical,Mexican,LUPE'S EAST L.A. KITCHEN,A,2016-11-28T00:00:00.000,10013
8148,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,A,2018-11-20T00:00:00.000,10075
8149,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DUE,A,2018-11-20T00:00:00.000,10075
8150,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,A,2018-05-31T00:00:00.000,10075
8151,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DUE,A,2018-05-31T00:00:00.000,10075
8152,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DUE,A,2018-05-31T00:00:00.000,10075
8153,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,,2018-05-24T00:00:00.000,10075
8154,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DUE,,2018-05-24T00:00:00.000,10075
8155,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,A,2017-11-30T00:00:00.000,10075
8156,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,,2017-09-06T00:00:00.000,10075
8157,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,,2017-09-06T00:00:00.000,10075
8158,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,,2017-09-06T00:00:00.000,10075
8159,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,,2017-09-06T00:00:00.000,10075
8160,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DUE,,2017-09-06T00:00:00.000,10075
8161,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DUE,A,2016-08-03T00:00:00.000,10075
8162,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DUE,A,2016-08-03T00:00:00.000,10075
8163,Violations were cited in the following area(s).,QUEENS,Critical,Chicken,LA CASA DEL POLLO RESTAURANT,A,2019-03-21T00:00:00.000,11372
8164,Violations were cited in the following area(s).,QUEENS,Not Critical,Chicken,LA CASA DEL POLLO RESTAURANT,A,2019-03-21T00:00:00.000,11372
8165,Violations were cited in the following area(s).,QUEENS,Not Critical,Chicken,LA CASA DEL POLLO RESTAURANT,A,2019-03-21T00:00:00.000,11372
8166,Violations were cited in the following area(s).,QUEENS,Critical,Chicken,LA CASA DEL POLLO RESTAURANT,A,2018-03-19T00:00:00.000,11372
8167,Violations were cited in the following area(s).,QUEENS,Not Critical,Chicken,LA CASA DEL POLLO RESTAURANT,A,2018-03-19T00:00:00.000,11372
8168,Violations were cited in the following area(s).,QUEENS,Critical,Chicken,LA CASA DEL POLLO RESTAURANT,A,2017-03-13T00:00:00.000,11372
8169,Violations were cited in the following area(s).,QUEENS,Critical,Chicken,LA CASA DEL POLLO RESTAURANT,A,2017-03-13T00:00:00.000,11372
8170,Violations were cited in the following area(s).,BRONX,Not Critical,Hamburgers,WHITE CASTLE,A,2019-04-08T00:00:00.000,10472
8171,Violations were cited in the following area(s).,BRONX,Not Critical,Hamburgers,WHITE CASTLE,A,2018-03-29T00:00:00.000,10472
8172,Violations were cited in the following area(s).,BRONX,Critical,Hamburgers,WHITE CASTLE,A,2017-03-21T00:00:00.000,10472
8173,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DA UMBERTO RESTAURANT,A,2019-03-27T00:00:00.000,10011
8174,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DA UMBERTO RESTAURANT,,2019-03-27T00:00:00.000,10011
8175,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DA UMBERTO RESTAURANT,,2019-02-19T00:00:00.000,10011
8176,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DA UMBERTO RESTAURANT,A,2018-07-27T00:00:00.000,10011
8177,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,DA UMBERTO RESTAURANT,A,2018-07-27T00:00:00.000,10011
8178,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DA UMBERTO RESTAURANT,,2018-05-09T00:00:00.000,10011
8179,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DA UMBERTO RESTAURANT,,2018-05-09T00:00:00.000,10011
8180,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,DA UMBERTO RESTAURANT,A,2017-05-26T00:00:00.000,10011
